Date,Group,Item,Value
1993-11-01,Non-rural goods,Other manufactures,588
1993-12-01,Non-rural goods,Other manufactures,612
1994-01-01,Non-rural goods,Other manufactures,453
1994-02-01,Non-rural goods,Other manufactures,515
1994-03-01,Non-rural goods,Other manufactures,647
1994-04-01,Non-rural goods,Other manufactures,558
1994-05-01,Non-rural goods,Other manufactures,644
1994-06-01,Non-rural goods,Other manufactures,626
1994-07-01,Non-rural goods,Other manufactures,654
1994-08-01,Non-rural goods,Other manufactures,662
1994-09-01,Non-rural goods,Other manufactures,688
1994-10-01,Non-rural goods,Other manufactures,692
1994-11-01,Non-rural goods,Other manufactures,676
1994-12-01,Non-rural goods,Other manufactures,663
1995-01-01,Non-rural goods,Other manufactures,477
1995-02-01,Non-rural goods,Other manufactures,587
1995-03-01,Non-rural goods,Other manufactures,721
1995-04-01,Non-rural goods,Other manufactures,654
1995-05-01,Non-rural goods,Other manufactures,742
1995-06-01,Non-rural goods,Other manufactures,702
1995-07-01,Non-rural goods,Other manufactures,699
1995-08-01,Non-rural goods,Other manufactures,771
1995-09-01,Non-rural goods,Other manufactures,783
1995-10-01,Non-rural goods,Other manufactures,703
1995-11-01,Non-rural goods,Other manufactures,729
1995-12-01,Non-rural goods,Other manufactures,773
1996-01-01,Non-rural goods,Other manufactures,592
1996-02-01,Non-rural goods,Other manufactures,707
1996-03-01,Non-rural goods,Other manufactures,799
1996-04-01,Non-rural goods,Other manufactures,705
1996-05-01,Non-rural goods,Other manufactures,791
1996-06-01,Non-rural goods,Other manufactures,739
1996-07-01,Non-rural goods,Other manufactures,744
1996-08-01,Non-rural goods,Other manufactures,779
1996-09-01,Non-rural goods,Other manufactures,807
1996-10-01,Non-rural goods,Other manufactures,779
1996-11-01,Non-rural goods,Other manufactures,804
1996-12-01,Non-rural goods,Other manufactures,766
1997-01-01,Non-rural goods,Other manufactures,571
1997-02-01,Non-rural goods,Other manufactures,697
1997-03-01,Non-rural goods,Other manufactures,796
1997-04-01,Non-rural goods,Other manufactures,744
1997-05-01,Non-rural goods,Other manufactures,837
1997-06-01,Non-rural goods,Other manufactures,764
1997-07-01,Non-rural goods,Other manufactures,860
1997-08-01,Non-rural goods,Other manufactures,872
1997-09-01,Non-rural goods,Other manufactures,909
1997-10-01,Non-rural goods,Other manufactures,876
1997-11-01,Non-rural goods,Other manufactures,886
1997-12-01,Non-rural goods,Other manufactures,835
1998-01-01,Non-rural goods,Other manufactures,605
1998-02-01,Non-rural goods,Other manufactures,745
1998-03-01,Non-rural goods,Other manufactures,862
1998-04-01,Non-rural goods,Other manufactures,713
1998-05-01,Non-rural goods,Other manufactures,910
1998-06-01,Non-rural goods,Other manufactures,837
1998-07-01,Non-rural goods,Other manufactures,804
1998-08-01,Non-rural goods,Other manufactures,895
1998-09-01,Non-rural goods,Other manufactures,907
1998-10-01,Non-rural goods,Other manufactures,899
1998-11-01,Non-rural goods,Other manufactures,899
1998-12-01,Non-rural goods,Other manufactures,870
1999-01-01,Non-rural goods,Other manufactures,660
1999-02-01,Non-rural goods,Other manufactures,787
1999-03-01,Non-rural goods,Other manufactures,942
1999-04-01,Non-rural goods,Other manufactures,843
1999-05-01,Non-rural goods,Other manufactures,904
1999-06-01,Non-rural goods,Other manufactures,907
1999-07-01,Non-rural goods,Other manufactures,902
1999-08-01,Non-rural goods,Other manufactures,926
1999-09-01,Non-rural goods,Other manufactures,978
1999-10-01,Non-rural goods,Other manufactures,1017
1999-11-01,Non-rural goods,Other manufactures,997
1999-12-01,Non-rural goods,Other manufactures,985
2000-01-01,Non-rural goods,Other manufactures,735
2000-02-01,Non-rural goods,Other manufactures,923
2000-03-01,Non-rural goods,Other manufactures,1077
2000-04-01,Non-rural goods,Other manufactures,936
2000-05-01,Non-rural goods,Other manufactures,1078
2000-06-01,Non-rural goods,Other manufactures,1020
2000-07-01,Non-rural goods,Other manufactures,1063
2000-08-01,Non-rural goods,Other manufactures,1052
2000-09-01,Non-rural goods,Other manufactures,1184
2000-10-01,Non-rural goods,Other manufactures,1165
2000-11-01,Non-rural goods,Other manufactures,1189
2000-12-01,Non-rural goods,Other manufactures,1178
2001-01-01,Non-rural goods,Other manufactures,866
2001-02-01,Non-rural goods,Other manufactures,1086
2001-03-01,Non-rural goods,Other manufactures,1264
2001-04-01,Non-rural goods,Other manufactures,1127
2001-05-01,Non-rural goods,Other manufactures,1187
2001-06-01,Non-rural goods,Other manufactures,1195
2001-07-01,Non-rural goods,Other manufactures,1187
2001-08-01,Non-rural goods,Other manufactures,1198
2001-09-01,Non-rural goods,Other manufactures,1252
2001-10-01,Non-rural goods,Other manufactures,1171
2001-11-01,Non-rural goods,Other manufactures,1223
2001-12-01,Non-rural goods,Other manufactures,1153
2002-01-01,Non-rural goods,Other manufactures,886
2002-02-01,Non-rural goods,Other manufactures,1097
2002-03-01,Non-rural goods,Other manufactures,1222
2002-04-01,Non-rural goods,Other manufactures,1086
2002-05-01,Non-rural goods,Other manufactures,1152
2002-06-01,Non-rural goods,Other manufactures,1144
2002-07-01,Non-rural goods,Other manufactures,1182
2002-08-01,Non-rural goods,Other manufactures,1131
2002-09-01,Non-rural goods,Other manufactures,1215
2002-10-01,Non-rural goods,Other manufactures,1188
2002-11-01,Non-rural goods,Other manufactures,1182
2002-12-01,Non-rural goods,Other manufactures,1135
2003-01-01,Non-rural goods,Other manufactures,905
2003-02-01,Non-rural goods,Other manufactures,1037
2003-03-01,Non-rural goods,Other manufactures,1166
2003-04-01,Non-rural goods,Other manufactures,1067
2003-05-01,Non-rural goods,Other manufactures,1178
2003-06-01,Non-rural goods,Other manufactures,1131
2003-07-01,Non-rural goods,Other manufactures,1123
2003-08-01,Non-rural goods,Other manufactures,1132
2003-09-01,Non-rural goods,Other manufactures,1194
2003-10-01,Non-rural goods,Other manufactures,1183
2003-11-01,Non-rural goods,Other manufactures,1126
2003-12-01,Non-rural goods,Other manufactures,1068
2004-01-01,Non-rural goods,Other manufactures,827
2004-02-01,Non-rural goods,Other manufactures,1047
2004-03-01,Non-rural goods,Other manufactures,1154
2004-04-01,Non-rural goods,Other manufactures,1054
2004-05-01,Non-rural goods,Other manufactures,1184
2004-06-01,Non-rural goods,Other manufactures,1232
2004-07-01,Non-rural goods,Other manufactures,1140
2004-08-01,Non-rural goods,Other manufactures,1168
2004-09-01,Non-rural goods,Other manufactures,1231
2004-10-01,Non-rural goods,Other manufactures,1234
2004-11-01,Non-rural goods,Other manufactures,1175
2004-12-01,Non-rural goods,Other manufactures,1245
2005-01-01,Non-rural goods,Other manufactures,893
2005-02-01,Non-rural goods,Other manufactures,1097
2005-03-01,Non-rural goods,Other manufactures,1191
2005-04-01,Non-rural goods,Other manufactures,1210
2005-05-01,Non-rural goods,Other manufactures,1291
2005-06-01,Non-rural goods,Other manufactures,1234
2005-07-01,Non-rural goods,Other manufactures,1294
2005-08-01,Non-rural goods,Other manufactures,1257
2005-09-01,Non-rural goods,Other manufactures,1262
2005-10-01,Non-rural goods,Other manufactures,1312
2005-11-01,Non-rural goods,Other manufactures,1282
2005-12-01,Non-rural goods,Other manufactures,1316
2006-01-01,Non-rural goods,Other manufactures,978
2006-02-01,Non-rural goods,Other manufactures,1181
2006-03-01,Non-rural goods,Other manufactures,1308
2006-04-01,Non-rural goods,Other manufactures,1269
2006-05-01,Non-rural goods,Other manufactures,1233
2006-06-01,Non-rural goods,Other manufactures,1309
2006-07-01,Non-rural goods,Other manufactures,1389
2006-08-01,Non-rural goods,Other manufactures,1325
2006-09-01,Non-rural goods,Other manufactures,1425
2006-10-01,Non-rural goods,Other manufactures,1343
2006-11-01,Non-rural goods,Other manufactures,1463
2006-12-01,Non-rural goods,Other manufactures,1324
2007-01-01,Non-rural goods,Other manufactures,1109
2007-02-01,Non-rural goods,Other manufactures,1302
2007-03-01,Non-rural goods,Other manufactures,1513
2007-04-01,Non-rural goods,Other manufactures,1217
2007-05-01,Non-rural goods,Other manufactures,1443
2007-06-01,Non-rural goods,Other manufactures,1388
2007-07-01,Non-rural goods,Other manufactures,1462
2007-08-01,Non-rural goods,Other manufactures,1515
2007-09-01,Non-rural goods,Other manufactures,1507
2007-10-01,Non-rural goods,Other manufactures,1449
2007-11-01,Non-rural goods,Other manufactures,1385
2007-12-01,Non-rural goods,Other manufactures,1419
2008-01-01,Non-rural goods,Other manufactures,1155
2008-02-01,Non-rural goods,Other manufactures,1251
2008-03-01,Non-rural goods,Other manufactures,1401
2008-04-01,Non-rural goods,Other manufactures,1531
2008-05-01,Non-rural goods,Other manufactures,1489
2008-06-01,Non-rural goods,Other manufactures,1401
2008-07-01,Non-rural goods,Other manufactures,1476
2008-08-01,Non-rural goods,Other manufactures,1535
2008-09-01,Non-rural goods,Other manufactures,1610
2008-10-01,Non-rural goods,Other manufactures,1626
2008-11-01,Non-rural goods,Other manufactures,1633
2008-12-01,Non-rural goods,Other manufactures,1556
2009-01-01,Non-rural goods,Other manufactures,1122
2009-02-01,Non-rural goods,Other manufactures,1376
2009-03-01,Non-rural goods,Other manufactures,1537
2009-04-01,Non-rural goods,Other manufactures,1318
2009-05-01,Non-rural goods,Other manufactures,1455
2009-06-01,Non-rural goods,Other manufactures,1357
2009-07-01,Non-rural goods,Other manufactures,1457
2009-08-01,Non-rural goods,Other manufactures,1426
2009-09-01,Non-rural goods,Other manufactures,1441
2009-10-01,Non-rural goods,Other manufactures,1418
2009-11-01,Non-rural goods,Other manufactures,1396
2009-12-01,Non-rural goods,Other manufactures,1350
2010-01-01,Non-rural goods,Other manufactures,1030
2010-02-01,Non-rural goods,Other manufactures,1247
2010-03-01,Non-rural goods,Other manufactures,1488
2010-04-01,Non-rural goods,Other manufactures,1214
2010-05-01,Non-rural goods,Other manufactures,1464
2010-06-01,Non-rural goods,Other manufactures,1444
2010-07-01,Non-rural goods,Other manufactures,1394
2010-08-01,Non-rural goods,Other manufactures,1404
2010-09-01,Non-rural goods,Other manufactures,1432
2010-10-01,Non-rural goods,Other manufactures,1475
2010-11-01,Non-rural goods,Other manufactures,1346
2010-12-01,Non-rural goods,Other manufactures,1502
2011-01-01,Non-rural goods,Other manufactures,969
2011-02-01,Non-rural goods,Other manufactures,1268
2011-03-01,Non-rural goods,Other manufactures,1478
2011-04-01,Non-rural goods,Other manufactures,1239
2011-05-01,Non-rural goods,Other manufactures,1392
2011-06-01,Non-rural goods,Other manufactures,1390
2011-07-01,Non-rural goods,Other manufactures,1437
2011-08-01,Non-rural goods,Other manufactures,1515
2011-09-01,Non-rural goods,Other manufactures,1532
2011-10-01,Non-rural goods,Other manufactures,1442
2011-11-01,Non-rural goods,Other manufactures,1461
2011-12-01,Non-rural goods,Other manufactures,1357
2012-01-01,Non-rural goods,Other manufactures,1075
2012-02-01,Non-rural goods,Other manufactures,1322
2012-03-01,Non-rural goods,Other manufactures,1437
2012-04-01,Non-rural goods,Other manufactures,1345
2012-05-01,Non-rural goods,Other manufactures,1628
2012-06-01,Non-rural goods,Other manufactures,1365
2012-07-01,Non-rural goods,Other manufactures,1439
2012-08-01,Non-rural goods,Other manufactures,1477
2012-09-01,Non-rural goods,Other manufactures,1423
2012-10-01,Non-rural goods,Other manufactures,1387
2012-11-01,Non-rural goods,Other manufactures,1305
2012-12-01,Non-rural goods,Other manufactures,1407
2013-01-01,Non-rural goods,Other manufactures,986
2013-02-01,Non-rural goods,Other manufactures,1231
2013-03-01,Non-rural goods,Other manufactures,1358
2013-04-01,Non-rural goods,Other manufactures,1216
2013-05-01,Non-rural goods,Other manufactures,1332
2013-06-01,Non-rural goods,Other manufactures,1473
2013-07-01,Non-rural goods,Other manufactures,1429
2013-08-01,Non-rural goods,Other manufactures,1596
2013-09-01,Non-rural goods,Other manufactures,1429
2013-10-01,Non-rural goods,Other manufactures,1464
2013-11-01,Non-rural goods,Other manufactures,1418
2013-12-01,Non-rural goods,Other manufactures,1482
2014-01-01,Non-rural goods,Other manufactures,1036
2014-02-01,Non-rural goods,Other manufactures,1326
2014-03-01,Non-rural goods,Other manufactures,1469
2014-04-01,Non-rural goods,Other manufactures,1253
2014-05-01,Non-rural goods,Other manufactures,1445
2014-06-01,Non-rural goods,Other manufactures,1423
2014-07-01,Non-rural goods,Other manufactures,1429
2014-08-01,Non-rural goods,Other manufactures,1480
2014-09-01,Non-rural goods,Other manufactures,1361
2014-10-01,Non-rural goods,Other manufactures,1450
2014-11-01,Non-rural goods,Other manufactures,1473
2014-12-01,Non-rural goods,Other manufactures,1393
2015-01-01,Non-rural goods,Other manufactures,1125
2015-02-01,Non-rural goods,Other manufactures,1382
2015-03-01,Non-rural goods,Other manufactures,1459
2015-04-01,Non-rural goods,Other manufactures,1333
2015-05-01,Non-rural goods,Other manufactures,1533
2015-06-01,Non-rural goods,Other manufactures,1484
2015-07-01,Non-rural goods,Other manufactures,1587
2015-08-01,Non-rural goods,Other manufactures,1636
2015-09-01,Non-rural goods,Other manufactures,1642
2015-10-01,Non-rural goods,Other manufactures,1565
2015-11-01,Non-rural goods,Other manufactures,1450
2015-12-01,Non-rural goods,Other manufactures,1509
2016-01-01,Non-rural goods,Other manufactures,1324
2016-02-01,Non-rural goods,Other manufactures,1521
2016-03-01,Non-rural goods,Other manufactures,1560
2016-04-01,Non-rural goods,Other manufactures,1466
2016-05-01,Non-rural goods,Other manufactures,1628
2016-06-01,Non-rural goods,Other manufactures,1614
2016-07-01,Non-rural goods,Other manufactures,1668
2016-08-01,Non-rural goods,Other manufactures,1644
2016-09-01,Non-rural goods,Other manufactures,1626
2016-10-01,Non-rural goods,Other manufactures,1658
2016-11-01,Non-rural goods,Other manufactures,1580
2016-12-01,Non-rural goods,Other manufactures,1637
2017-01-01,Non-rural goods,Other manufactures,1234
2017-02-01,Non-rural goods,Other manufactures,1415
2017-03-01,Non-rural goods,Other manufactures,1638
2017-04-01,Non-rural goods,Other manufactures,1506
2017-05-01,Non-rural goods,Other manufactures,1713
2017-06-01,Non-rural goods,Other manufactures,1657
2017-07-01,Non-rural goods,Other manufactures,1758
2017-08-01,Non-rural goods,Other manufactures,1712
2017-09-01,Non-rural goods,Other manufactures,1671
2017-10-01,Non-rural goods,Other manufactures,1651
2017-11-01,Non-rural goods,Other manufactures,1736
2017-12-01,Non-rural goods,Other manufactures,1711
2018-01-01,Non-rural goods,Other manufactures,1384
2018-02-01,Non-rural goods,Other manufactures,1522
2018-03-01,Non-rural goods,Other manufactures,1799
2018-04-01,Non-rural goods,Other manufactures,1627
2018-05-01,Non-rural goods,Other manufactures,1862
2018-06-01,Non-rural goods,Other manufactures,1971
2018-07-01,Non-rural goods,Other manufactures,1964
2018-08-01,Non-rural goods,Other manufactures,1964
2018-09-01,Non-rural goods,Other manufactures,1972
2018-10-01,Non-rural goods,Other manufactures,2090
2018-11-01,Non-rural goods,Other manufactures,2005
2018-12-01,Non-rural goods,Other manufactures,1844
2019-01-01,Non-rural goods,Other manufactures,1476
2019-02-01,Non-rural goods,Other manufactures,1775
2019-03-01,Non-rural goods,Other manufactures,2122
2019-04-01,Non-rural goods,Other manufactures,1922
2019-05-01,Non-rural goods,Other manufactures,2074
2019-06-01,Non-rural goods,Other manufactures,2208
2019-07-01,Non-rural goods,Other manufactures,2153
2019-08-01,Non-rural goods,Other manufactures,2215
2019-09-01,Non-rural goods,Other manufactures,2047
2019-10-01,Non-rural goods,Other manufactures,2224
2019-11-01,Non-rural goods,Other manufactures,2308
2019-12-01,Non-rural goods,Other manufactures,2041
2020-01-01,Non-rural goods,Other manufactures,1605
2020-02-01,Non-rural goods,Other manufactures,2062
2020-03-01,Non-rural goods,Other manufactures,2201
2020-04-01,Non-rural goods,Other manufactures,1642
2020-05-01,Non-rural goods,Other manufactures,1723
2020-06-01,Non-rural goods,Other manufactures,1957
2020-07-01,Non-rural goods,Other manufactures,1801
2020-08-01,Non-rural goods,Other manufactures,1838
2020-09-01,Non-rural goods,Other manufactures,1731
2020-10-01,Non-rural goods,Other manufactures,1881
2020-11-01,Non-rural goods,Other manufactures,1840
2020-12-01,Non-rural goods,Other manufactures,1801
2021-01-01,Non-rural goods,Other manufactures,1476
2021-02-01,Non-rural goods,Other manufactures,1492
2021-03-01,Non-rural goods,Other manufactures,1849
2021-04-01,Non-rural goods,Other manufactures,1775
2021-05-01,Non-rural goods,Other manufactures,1734
2021-06-01,Non-rural goods,Other manufactures,1851
2021-07-01,Non-rural goods,Other manufactures,1992
2021-08-01,Non-rural goods,Other manufactures,1951
2021-09-01,Non-rural goods,Other manufactures,1887
2021-10-01,Non-rural goods,Other manufactures,1817
2021-11-01,Non-rural goods,Other manufactures,1964
2021-12-01,Non-rural goods,Other manufactures,1937
2022-01-01,Non-rural goods,Other manufactures,1784
2022-02-01,Non-rural goods,Other manufactures,1928
2022-03-01,Non-rural goods,Other manufactures,2126
2022-04-01,Non-rural goods,Other manufactures,2001
2022-05-01,Non-rural goods,Other manufactures,2175
2022-06-01,Non-rural goods,Other manufactures,2118
2022-07-01,Non-rural goods,Other manufactures,1994
2022-08-01,Non-rural goods,Other manufactures,2297
2022-09-01,Non-rural goods,Other manufactures,2310
2022-10-01,Non-rural goods,Other manufactures,2274
2022-11-01,Non-rural goods,Other manufactures,2489
2022-12-01,Non-rural goods,Other manufactures,2218
2023-01-01,Non-rural goods,Other manufactures,1796
2023-02-01,Non-rural goods,Other manufactures,2083
2023-03-01,Non-rural goods,Other manufactures,2261
2023-04-01,Non-rural goods,Other manufactures,2071
2023-05-01,Non-rural goods,Other manufactures,2680
2023-06-01,Non-rural goods,Other manufactures,2131
2023-07-01,Non-rural goods,Other manufactures,2287
2023-08-01,Non-rural goods,Other manufactures,2297
2023-09-01,Non-rural goods,Other manufactures,2181
2023-10-01,Non-rural goods,Other manufactures,2174
2023-11-01,Non-rural goods,Other manufactures,2110
2023-12-01,Non-rural goods,Other manufactures,2124
2024-01-01,Non-rural goods,Other manufactures,1812
2024-02-01,Non-rural goods,Other manufactures,2171
2024-03-01,Non-rural goods,Other manufactures,2150
2024-04-01,Non-rural goods,Other manufactures,2165
2024-05-01,Non-rural goods,Other manufactures,2282
2024-06-01,Non-rural goods,Other manufactures,2167
2024-07-01,Non-rural goods,Other manufactures,2521
2024-08-01,Non-rural goods,Other manufactures,2525
2024-09-01,Non-rural goods,Other manufactures,2360
2024-10-01,Non-rural goods,Other manufactures,2485
2024-11-01,Non-rural goods,Other manufactures,2201
2024-12-01,Non-rural goods,Other manufactures,2335
2025-01-01,Non-rural goods,Other manufactures,1845
2025-02-01,Non-rural goods,Other manufactures,2082
2025-03-01,Non-rural goods,Other manufactures,2488
2025-04-01,Non-rural goods,Other manufactures,2430
2025-05-01,Non-rural goods,Other manufactures,2442
2025-06-01,Non-rural goods,Other manufactures,2414
2025-07-01,Non-rural goods,Other manufactures,2480
2025-08-01,Non-rural goods,Other manufactures,2351
1971-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),29
1971-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),28
1971-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),25
1971-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),26
1971-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),26
1972-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),21
1972-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),21
1972-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),24
1972-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),20
1972-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),23
1972-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),20
1972-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),29
1972-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),36
1972-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),36
1972-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),34
1972-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),35
1972-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),33
1973-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),27
1973-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),23
1973-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),24
1973-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),14
1973-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),18
1973-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),19
1973-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),33
1973-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),36
1973-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),35
1973-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),38
1973-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),35
1973-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),34
1974-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),24
1974-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),24
1974-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),21
1974-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),14
1974-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),20
1974-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),17
1974-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),74
1974-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),74
1974-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),84
1974-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),89
1974-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),89
1974-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),91
1975-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),39
1975-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),39
1975-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),35
1975-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),62
1975-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),66
1975-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),65
1975-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),94
1975-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),94
1975-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),79
1975-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),60
1975-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),55
1975-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),57
1976-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),45
1976-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),45
1976-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),50
1976-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),66
1976-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),58
1976-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),75
1976-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),101
1976-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),101
1976-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),100
1976-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),76
1976-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),82
1976-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),74
1977-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),60
1977-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),53
1977-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),59
1977-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),49
1977-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),52
1977-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),52
1977-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),81
1977-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),112
1977-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),72
1977-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),87
1977-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),92
1977-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),86
1978-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),34
1978-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),17
1978-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),44
1978-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),49
1978-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),49
1978-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),56
1978-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),72
1978-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),64
1978-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),104
1978-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),61
1978-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),88
1978-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),82
1979-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),23
1979-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),15
1979-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),54
1979-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),30
1979-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),67
1979-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),48
1979-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),78
1979-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),120
1979-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),81
1979-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),96
1979-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),91
1979-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),128
1980-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),55
1980-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),69
1980-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),96
1980-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),93
1980-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),104
1980-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),106
1980-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),158
1980-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),171
1980-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),198
1980-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),143
1980-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),142
1980-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),131
1981-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),110
1981-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),108
1981-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),89
1981-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),153
1981-05-01,Non-rural goods,Other non-rural (incl. sugar and beverages),122
1981-06-01,Non-rural goods,Other non-rural (incl. sugar and beverages),85
1981-07-01,Non-rural goods,Other non-rural (incl. sugar and beverages),84
1981-08-01,Non-rural goods,Other non-rural (incl. sugar and beverages),197
1981-09-01,Non-rural goods,Other non-rural (incl. sugar and beverages),117
1981-10-01,Non-rural goods,Other non-rural (incl. sugar and beverages),88
1981-11-01,Non-rural goods,Other non-rural (incl. sugar and beverages),124
1981-12-01,Non-rural goods,Other non-rural (incl. sugar and beverages),81
1982-01-01,Non-rural goods,Other non-rural (incl. sugar and beverages),32
1982-02-01,Non-rural goods,Other non-rural (incl. sugar and beverages),43
1982-03-01,Non-rural goods,Other non-rural (incl. sugar and beverages),34
1982-04-01,Non-rural goods,Other non-rural (incl. sugar and beverages),57
