Date,Group,Item,Value
2013-05-01,Consumption goods,"Food and beverages, mainly for consumption",-842
2013-06-01,Consumption goods,"Food and beverages, mainly for consumption",-711
2013-07-01,Consumption goods,"Food and beverages, mainly for consumption",-913
2013-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1018
2013-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1014
2013-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1169
2013-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1054
2013-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1025
2014-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1056
2014-02-01,Consumption goods,"Food and beverages, mainly for consumption",-921
2014-03-01,Consumption goods,"Food and beverages, mainly for consumption",-904
2014-04-01,Consumption goods,"Food and beverages, mainly for consumption",-943
2014-05-01,Consumption goods,"Food and beverages, mainly for consumption",-995
2014-06-01,Consumption goods,"Food and beverages, mainly for consumption",-876
2014-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1017
2014-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1004
2014-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1122
2014-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1239
2014-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1100
2014-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1197
2015-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1064
2015-02-01,Consumption goods,"Food and beverages, mainly for consumption",-958
2015-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1073
2015-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1011
2015-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1039
2015-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1025
2015-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1195
2015-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1140
2015-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1283
2015-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1337
2015-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1296
2015-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1277
2016-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1067
2016-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1146
2016-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1139
2016-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1078
2016-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1090
2016-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1126
2016-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1117
2016-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1230
2016-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1273
2016-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1248
2016-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1343
2016-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1267
2017-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1214
2017-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1019
2017-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1263
2017-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1033
2017-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1050
2017-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1176
2017-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1164
2017-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1205
2017-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1189
2017-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1397
2017-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1443
2017-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1323
2018-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1226
2018-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1138
2018-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1181
2018-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1066
2018-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1248
2018-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1171
2018-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1197
2018-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1383
2018-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1343
2018-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1538
2018-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1486
2018-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1344
2019-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1413
2019-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1226
2019-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1249
2019-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1255
2019-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1428
2019-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1226
2019-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1469
2019-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1478
2019-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1443
2019-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1713
2019-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1550
2019-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1443
2020-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1453
2020-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1247
2020-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1419
2020-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1489
2020-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1310
2020-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1422
2020-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1407
2020-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1336
2020-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1396
2020-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1584
2020-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1600
2020-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1597
2021-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1349
2021-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1310
2021-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1463
2021-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1254
2021-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1297
2021-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1293
2021-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1331
2021-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1471
2021-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1438
2021-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1370
2021-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1504
2021-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1460
2022-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1361
2022-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1370
2022-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1591
2022-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1365
2022-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1597
2022-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1435
2022-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1518
2022-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1822
2022-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1873
2022-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1806
2022-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1844
2022-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1647
2023-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1673
2023-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1283
2023-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1662
2023-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1493
2023-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1725
2023-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1576
2023-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1538
2023-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1795
2023-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1608
2023-10-01,Consumption goods,"Food and beverages, mainly for consumption",-1845
2023-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1719
2023-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1530
2024-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1598
2024-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1620
2024-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1762
2024-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1716
2024-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1871
2024-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1572
2024-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1875
2024-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1882
2024-09-01,Consumption goods,"Food and beverages, mainly for consumption",-1901
2024-10-01,Consumption goods,"Food and beverages, mainly for consumption",-2068
2024-11-01,Consumption goods,"Food and beverages, mainly for consumption",-1868
2024-12-01,Consumption goods,"Food and beverages, mainly for consumption",-1844
2025-01-01,Consumption goods,"Food and beverages, mainly for consumption",-1892
2025-02-01,Consumption goods,"Food and beverages, mainly for consumption",-1727
2025-03-01,Consumption goods,"Food and beverages, mainly for consumption",-1674
2025-04-01,Consumption goods,"Food and beverages, mainly for consumption",-1636
2025-05-01,Consumption goods,"Food and beverages, mainly for consumption",-1898
2025-06-01,Consumption goods,"Food and beverages, mainly for consumption",-1767
2025-07-01,Consumption goods,"Food and beverages, mainly for consumption",-1948
2025-08-01,Consumption goods,"Food and beverages, mainly for consumption",-1904
1981-07-01,Consumption goods,Household electrical items,-39
1981-08-01,Consumption goods,Household electrical items,-39
1981-09-01,Consumption goods,Household electrical items,-46
1981-10-01,Consumption goods,Household electrical items,-45
1981-11-01,Consumption goods,Household electrical items,-55
1981-12-01,Consumption goods,Household electrical items,-42
1982-01-01,Consumption goods,Household electrical items,-43
1982-02-01,Consumption goods,Household electrical items,-38
1982-03-01,Consumption goods,Household electrical items,-67
1982-04-01,Consumption goods,Household electrical items,-42
1982-05-01,Consumption goods,Household electrical items,-53
1982-06-01,Consumption goods,Household electrical items,-53
1982-07-01,Consumption goods,Household electrical items,-45
1982-08-01,Consumption goods,Household electrical items,-47
1982-09-01,Consumption goods,Household electrical items,-55
1982-10-01,Consumption goods,Household electrical items,-64
1982-11-01,Consumption goods,Household electrical items,-71
1982-12-01,Consumption goods,Household electrical items,-50
1983-01-01,Consumption goods,Household electrical items,-41
1983-02-01,Consumption goods,Household electrical items,-50
1983-03-01,Consumption goods,Household electrical items,-53
1983-04-01,Consumption goods,Household electrical items,-51
1983-05-01,Consumption goods,Household electrical items,-54
1983-06-01,Consumption goods,Household electrical items,-68
1983-07-01,Consumption goods,Household electrical items,-58
1983-08-01,Consumption goods,Household electrical items,-79
1983-09-01,Consumption goods,Household electrical items,-61
1983-10-01,Consumption goods,Household electrical items,-79
1983-11-01,Consumption goods,Household electrical items,-91
1983-12-01,Consumption goods,Household electrical items,-67
1984-01-01,Consumption goods,Household electrical items,-57
1984-02-01,Consumption goods,Household electrical items,-71
1984-03-01,Consumption goods,Household electrical items,-64
1984-04-01,Consumption goods,Household electrical items,-54
1984-05-01,Consumption goods,Household electrical items,-86
1984-06-01,Consumption goods,Household electrical items,-72
1984-07-01,Consumption goods,Household electrical items,-75
1984-08-01,Consumption goods,Household electrical items,-76
1984-09-01,Consumption goods,Household electrical items,-72
1984-10-01,Consumption goods,Household electrical items,-105
1984-11-01,Consumption goods,Household electrical items,-76
1984-12-01,Consumption goods,Household electrical items,-77
1985-01-01,Consumption goods,Household electrical items,-74
1985-02-01,Consumption goods,Household electrical items,-73
1985-03-01,Consumption goods,Household electrical items,-77
1985-04-01,Consumption goods,Household electrical items,-77
1985-05-01,Consumption goods,Household electrical items,-80
1985-06-01,Consumption goods,Household electrical items,-73
1985-07-01,Consumption goods,Household electrical items,-86
1985-08-01,Consumption goods,Household electrical items,-88
1985-09-01,Consumption goods,Household electrical items,-75
1985-10-01,Consumption goods,Household electrical items,-100
1985-11-01,Consumption goods,Household electrical items,-82
1985-12-01,Consumption goods,Household electrical items,-87
1986-01-01,Consumption goods,Household electrical items,-80
1986-02-01,Consumption goods,Household electrical items,-64
1986-03-01,Consumption goods,Household electrical items,-73
1986-04-01,Consumption goods,Household electrical items,-88
1986-05-01,Consumption goods,Household electrical items,-64
1986-06-01,Consumption goods,Household electrical items,-60
1986-07-01,Consumption goods,Household electrical items,-70
1986-08-01,Consumption goods,Household electrical items,-72
1986-09-01,Consumption goods,Household electrical items,-76
1986-10-01,Consumption goods,Household electrical items,-92
1986-11-01,Consumption goods,Household electrical items,-65
1986-12-01,Consumption goods,Household electrical items,-83
1987-01-01,Consumption goods,Household electrical items,-68
1987-02-01,Consumption goods,Household electrical items,-61
1987-03-01,Consumption goods,Household electrical items,-71
1987-04-01,Consumption goods,Household electrical items,-83
1987-05-01,Consumption goods,Household electrical items,-65
1987-06-01,Consumption goods,Household electrical items,-74
1987-07-01,Consumption goods,Household electrical items,-73
1987-08-01,Consumption goods,Household electrical items,-70
1987-09-01,Consumption goods,Household electrical items,-67
1987-10-01,Consumption goods,Household electrical items,-101
1987-11-01,Consumption goods,Household electrical items,-101
1987-12-01,Consumption goods,Household electrical items,-92
1988-01-01,Consumption goods,Household electrical items,-66
1988-02-01,Consumption goods,Household electrical items,-80
1988-03-01,Consumption goods,Household electrical items,-90
1988-04-01,Consumption goods,Household electrical items,-84
1988-05-01,Consumption goods,Household electrical items,-79
1988-06-01,Consumption goods,Household electrical items,-75
1988-07-01,Consumption goods,Household electrical items,-90
1988-08-01,Consumption goods,Household electrical items,-84
1988-09-01,Consumption goods,Household electrical items,-84
1988-10-01,Consumption goods,Household electrical items,-104
1988-11-01,Consumption goods,Household electrical items,-120
1988-12-01,Consumption goods,Household electrical items,-89
1989-01-01,Consumption goods,Household electrical items,-107
1989-02-01,Consumption goods,Household electrical items,-92
1989-03-01,Consumption goods,Household electrical items,-108
1989-04-01,Consumption goods,Household electrical items,-96
1989-05-01,Consumption goods,Household electrical items,-107
1989-06-01,Consumption goods,Household electrical items,-90
1989-07-01,Consumption goods,Household electrical items,-100
1989-08-01,Consumption goods,Household electrical items,-112
1989-09-01,Consumption goods,Household electrical items,-111
1989-10-01,Consumption goods,Household electrical items,-134
1989-11-01,Consumption goods,Household electrical items,-130
1989-12-01,Consumption goods,Household electrical items,-95
1990-01-01,Consumption goods,Household electrical items,-86
1990-02-01,Consumption goods,Household electrical items,-83
1990-03-01,Consumption goods,Household electrical items,-92
1990-04-01,Consumption goods,Household electrical items,-78
1990-05-01,Consumption goods,Household electrical items,-86
1990-06-01,Consumption goods,Household electrical items,-76
1990-07-01,Consumption goods,Household electrical items,-87
1990-08-01,Consumption goods,Household electrical items,-91
1990-09-01,Consumption goods,Household electrical items,-101
1990-10-01,Consumption goods,Household electrical items,-124
1990-11-01,Consumption goods,Household electrical items,-144
1990-12-01,Consumption goods,Household electrical items,-85
1991-01-01,Consumption goods,Household electrical items,-83
1991-02-01,Consumption goods,Household electrical items,-84
1991-03-01,Consumption goods,Household electrical items,-73
1991-04-01,Consumption goods,Household electrical items,-90
1991-05-01,Consumption goods,Household electrical items,-78
1991-06-01,Consumption goods,Household electrical items,-64
1991-07-01,Consumption goods,Household electrical items,-96
1991-08-01,Consumption goods,Household electrical items,-92
1991-09-01,Consumption goods,Household electrical items,-106
1991-10-01,Consumption goods,Household electrical items,-130
1991-11-01,Consumption goods,Household electrical items,-130
1991-12-01,Consumption goods,Household electrical items,-105
1992-01-01,Consumption goods,Household electrical items,-101
1992-02-01,Consumption goods,Household electrical items,-95
1992-03-01,Consumption goods,Household electrical items,-107
1992-04-01,Consumption goods,Household electrical items,-101
1992-05-01,Consumption goods,Household electrical items,-92
1992-06-01,Consumption goods,Household electrical items,-101
1992-07-01,Consumption goods,Household electrical items,-123
1992-08-01,Consumption goods,Household electrical items,-119
1992-09-01,Consumption goods,Household electrical items,-130
1992-10-01,Consumption goods,Household electrical items,-141
1992-11-01,Consumption goods,Household electrical items,-149
1992-12-01,Consumption goods,Household electrical items,-105
1993-01-01,Consumption goods,Household electrical items,-100
1993-02-01,Consumption goods,Household electrical items,-95
1993-03-01,Consumption goods,Household electrical items,-117
1993-04-01,Consumption goods,Household electrical items,-114
1993-05-01,Consumption goods,Household electrical items,-97
1993-06-01,Consumption goods,Household electrical items,-92
1993-07-01,Consumption goods,Household electrical items,-118
1993-08-01,Consumption goods,Household electrical items,-112
1993-09-01,Consumption goods,Household electrical items,-132
1993-10-01,Consumption goods,Household electrical items,-151
1993-11-01,Consumption goods,Household electrical items,-155
1993-12-01,Consumption goods,Household electrical items,-126
1994-01-01,Consumption goods,Household electrical items,-103
1994-02-01,Consumption goods,Household electrical items,-95
1994-03-01,Consumption goods,Household electrical items,-112
1994-04-01,Consumption goods,Household electrical items,-105
1994-05-01,Consumption goods,Household electrical items,-122
1994-06-01,Consumption goods,Household electrical items,-105
1994-07-01,Consumption goods,Household electrical items,-129
1994-08-01,Consumption goods,Household electrical items,-147
1994-09-01,Consumption goods,Household electrical items,-152
1994-10-01,Consumption goods,Household electrical items,-183
1994-11-01,Consumption goods,Household electrical items,-180
1994-12-01,Consumption goods,Household electrical items,-154
1995-01-01,Consumption goods,Household electrical items,-120
1995-02-01,Consumption goods,Household electrical items,-119
1995-03-01,Consumption goods,Household electrical items,-146
1995-04-01,Consumption goods,Household electrical items,-132
1995-05-01,Consumption goods,Household electrical items,-145
1995-06-01,Consumption goods,Household electrical items,-130
1995-07-01,Consumption goods,Household electrical items,-157
1995-08-01,Consumption goods,Household electrical items,-168
1995-09-01,Consumption goods,Household electrical items,-138
1995-10-01,Consumption goods,Household electrical items,-178
1995-11-01,Consumption goods,Household electrical items,-176
1995-12-01,Consumption goods,Household electrical items,-138
1996-01-01,Consumption goods,Household electrical items,-119
1996-02-01,Consumption goods,Household electrical items,-128
1996-03-01,Consumption goods,Household electrical items,-136
1996-04-01,Consumption goods,Household electrical items,-146
1996-05-01,Consumption goods,Household electrical items,-150
1996-06-01,Consumption goods,Household electrical items,-122
1996-07-01,Consumption goods,Household electrical items,-168
1996-08-01,Consumption goods,Household electrical items,-159
1996-09-01,Consumption goods,Household electrical items,-176
1996-10-01,Consumption goods,Household electrical items,-203
1996-11-01,Consumption goods,Household electrical items,-207
1996-12-01,Consumption goods,Household electrical items,-143
1997-01-01,Consumption goods,Household electrical items,-120
1997-02-01,Consumption goods,Household electrical items,-120
1997-03-01,Consumption goods,Household electrical items,-129
1997-04-01,Consumption goods,Household electrical items,-156
1997-05-01,Consumption goods,Household electrical items,-144
1997-06-01,Consumption goods,Household electrical items,-150
1997-07-01,Consumption goods,Household electrical items,-168
1997-08-01,Consumption goods,Household electrical items,-151
1997-09-01,Consumption goods,Household electrical items,-175
1997-10-01,Consumption goods,Household electrical items,-209
1997-11-01,Consumption goods,Household electrical items,-194
1997-12-01,Consumption goods,Household electrical items,-187
1998-01-01,Consumption goods,Household electrical items,-131
1998-02-01,Consumption goods,Household electrical items,-143
1998-03-01,Consumption goods,Household electrical items,-177
1998-04-01,Consumption goods,Household electrical items,-170
1998-05-01,Consumption goods,Household electrical items,-160
1998-06-01,Consumption goods,Household electrical items,-174
1998-07-01,Consumption goods,Household electrical items,-172
1998-08-01,Consumption goods,Household electrical items,-168
1998-09-01,Consumption goods,Household electrical items,-188
1998-10-01,Consumption goods,Household electrical items,-231
1998-11-01,Consumption goods,Household electrical items,-240
1998-12-01,Consumption goods,Household electrical items,-201
1999-01-01,Consumption goods,Household electrical items,-145
1999-02-01,Consumption goods,Household electrical items,-172
1999-03-01,Consumption goods,Household electrical items,-197
1999-04-01,Consumption goods,Household electrical items,-180
1999-05-01,Consumption goods,Household electrical items,-174
1999-06-01,Consumption goods,Household electrical items,-174
1999-07-01,Consumption goods,Household electrical items,-185
1999-08-01,Consumption goods,Household electrical items,-193
1999-09-01,Consumption goods,Household electrical items,-197
1999-10-01,Consumption goods,Household electrical items,-224
1999-11-01,Consumption goods,Household electrical items,-260
1999-12-01,Consumption goods,Household electrical items,-211
2000-01-01,Consumption goods,Household electrical items,-166
2000-02-01,Consumption goods,Household electrical items,-179
2000-03-01,Consumption goods,Household electrical items,-213
2000-04-01,Consumption goods,Household electrical items,-186
2000-05-01,Consumption goods,Household electrical items,-219
2000-06-01,Consumption goods,Household electrical items,-213
2000-07-01,Consumption goods,Household electrical items,-259
2000-08-01,Consumption goods,Household electrical items,-296
2000-09-01,Consumption goods,Household electrical items,-260
2000-10-01,Consumption goods,Household electrical items,-311
2000-11-01,Consumption goods,Household electrical items,-357
2000-12-01,Consumption goods,Household electrical items,-267
2001-01-01,Consumption goods,Household electrical items,-202
2001-02-01,Consumption goods,Household electrical items,-188
2001-03-01,Consumption goods,Household electrical items,-226
2001-04-01,Consumption goods,Household electrical items,-209
2001-05-01,Consumption goods,Household electrical items,-203
2001-06-01,Consumption goods,Household electrical items,-204
2001-07-01,Consumption goods,Household electrical items,-231
2001-08-01,Consumption goods,Household electrical items,-277
2001-09-01,Consumption goods,Household electrical items,-256
2001-10-01,Consumption goods,Household electrical items,-347
2001-11-01,Consumption goods,Household electrical items,-335
2001-12-01,Consumption goods,Household electrical items,-217
2002-01-01,Consumption goods,Household electrical items,-185
2002-02-01,Consumption goods,Household electrical items,-235
2002-03-01,Consumption goods,Household electrical items,-235
2002-04-01,Consumption goods,Household electrical items,-283
2002-05-01,Consumption goods,Household electrical items,-283
2002-06-01,Consumption goods,Household electrical items,-256
2002-07-01,Consumption goods,Household electrical items,-311
2002-08-01,Consumption goods,Household electrical items,-326
2002-09-01,Consumption goods,Household electrical items,-347
2002-10-01,Consumption goods,Household electrical items,-410
2002-11-01,Consumption goods,Household electrical items,-369
2002-12-01,Consumption goods,Household electrical items,-287
2003-01-01,Consumption goods,Household electrical items,-252
2003-02-01,Consumption goods,Household electrical items,-234
2003-03-01,Consumption goods,Household electrical items,-263
2003-04-01,Consumption goods,Household electrical items,-287
2003-05-01,Consumption goods,Household electrical items,-263
2003-06-01,Consumption goods,Household electrical items,-277
2003-07-01,Consumption goods,Household electrical items,-295
2003-08-01,Consumption goods,Household electrical items,-302
2003-09-01,Consumption goods,Household electrical items,-338
2003-10-01,Consumption goods,Household electrical items,-381
2003-11-01,Consumption goods,Household electrical items,-363
2003-12-01,Consumption goods,Household electrical items,-333
2004-01-01,Consumption goods,Household electrical items,-244
2004-02-01,Consumption goods,Household electrical items,-261
2004-03-01,Consumption goods,Household electrical items,-316
2004-04-01,Consumption goods,Household electrical items,-310
2004-05-01,Consumption goods,Household electrical items,-293
2004-06-01,Consumption goods,Household electrical items,-324
2004-07-01,Consumption goods,Household electrical items,-369
2004-08-01,Consumption goods,Household electrical items,-356
2004-09-01,Consumption goods,Household electrical items,-391
2004-10-01,Consumption goods,Household electrical items,-419
2004-11-01,Consumption goods,Household electrical items,-453
2004-12-01,Consumption goods,Household electrical items,-355
2005-01-01,Consumption goods,Household electrical items,-245
2005-02-01,Consumption goods,Household electrical items,-285
2005-03-01,Consumption goods,Household electrical items,-274
2005-04-01,Consumption goods,Household electrical items,-307
2005-05-01,Consumption goods,Household electrical items,-293
2005-06-01,Consumption goods,Household electrical items,-277
2005-07-01,Consumption goods,Household electrical items,-316
2005-08-01,Consumption goods,Household electrical items,-374
2005-09-01,Consumption goods,Household electrical items,-401
2005-10-01,Consumption goods,Household electrical items,-375
2005-11-01,Consumption goods,Household electrical items,-483
2005-12-01,Consumption goods,Household electrical items,-362
2006-01-01,Consumption goods,Household electrical items,-311
2006-02-01,Consumption goods,Household electrical items,-318
2006-03-01,Consumption goods,Household electrical items,-375
2006-04-01,Consumption goods,Household electrical items,-377
2006-05-01,Consumption goods,Household electrical items,-385
2006-06-01,Consumption goods,Household electrical items,-361
2006-07-01,Consumption goods,Household electrical items,-361
2006-08-01,Consumption goods,Household electrical items,-432
2006-09-01,Consumption goods,Household electrical items,-453
2006-10-01,Consumption goods,Household electrical items,-570
2006-11-01,Consumption goods,Household electrical items,-556
2006-12-01,Consumption goods,Household electrical items,-416
2007-01-01,Consumption goods,Household electrical items,-312
2007-02-01,Consumption goods,Household electrical items,-332
2007-03-01,Consumption goods,Household electrical items,-370
2007-04-01,Consumption goods,Household electrical items,-335
2007-05-01,Consumption goods,Household electrical items,-391
2007-06-01,Consumption goods,Household electrical items,-374
2007-07-01,Consumption goods,Household electrical items,-427
2007-08-01,Consumption goods,Household electrical items,-469
2007-09-01,Consumption goods,Household electrical items,-495
2007-10-01,Consumption goods,Household electrical items,-575
2007-11-01,Consumption goods,Household electrical items,-604
2007-12-01,Consumption goods,Household electrical items,-420
2008-01-01,Consumption goods,Household electrical items,-368
2008-02-01,Consumption goods,Household electrical items,-404
2008-03-01,Consumption goods,Household electrical items,-356
2008-04-01,Consumption goods,Household electrical items,-417
2008-05-01,Consumption goods,Household electrical items,-405
2008-06-01,Consumption goods,Household electrical items,-515
2008-07-01,Consumption goods,Household electrical items,-538
2008-08-01,Consumption goods,Household electrical items,-419
2008-09-01,Consumption goods,Household electrical items,-497
2008-10-01,Consumption goods,Household electrical items,-638
2008-11-01,Consumption goods,Household electrical items,-660
2008-12-01,Consumption goods,Household electrical items,-474
2009-01-01,Consumption goods,Household electrical items,-391
2009-02-01,Consumption goods,Household electrical items,-341
2009-03-01,Consumption goods,Household electrical items,-388
2009-04-01,Consumption goods,Household electrical items,-482
2009-05-01,Consumption goods,Household electrical items,-513
2009-06-01,Consumption goods,Household electrical items,-507
2009-07-01,Consumption goods,Household electrical items,-555
2009-08-01,Consumption goods,Household electrical items,-528
2009-09-01,Consumption goods,Household electrical items,-584
2009-10-01,Consumption goods,Household electrical items,-586
2009-11-01,Consumption goods,Household electrical items,-668
2009-12-01,Consumption goods,Household electrical items,-523
2010-01-01,Consumption goods,Household electrical items,-373
2010-02-01,Consumption goods,Household electrical items,-388
2010-03-01,Consumption goods,Household electrical items,-362
2010-04-01,Consumption goods,Household electrical items,-420
2010-05-01,Consumption goods,Household electrical items,-505
2010-06-01,Consumption goods,Household electrical items,-488
2010-07-01,Consumption goods,Household electrical items,-484
2010-08-01,Consumption goods,Household electrical items,-471
2010-09-01,Consumption goods,Household electrical items,-555
2010-10-01,Consumption goods,Household electrical items,-581
2010-11-01,Consumption goods,Household electrical items,-647
2010-12-01,Consumption goods,Household electrical items,-441
2011-01-01,Consumption goods,Household electrical items,-305
2011-02-01,Consumption goods,Household electrical items,-329
2011-03-01,Consumption goods,Household electrical items,-355
2011-04-01,Consumption goods,Household electrical items,-399
2011-05-01,Consumption goods,Household electrical items,-430
2011-06-01,Consumption goods,Household electrical items,-443
2011-07-01,Consumption goods,Household electrical items,-384
2011-08-01,Consumption goods,Household electrical items,-527
2011-09-01,Consumption goods,Household electrical items,-491
2011-10-01,Consumption goods,Household electrical items,-509
2011-11-01,Consumption goods,Household electrical items,-565
2011-12-01,Consumption goods,Household electrical items,-436
2012-01-01,Consumption goods,Household electrical items,-337
2012-02-01,Consumption goods,Household electrical items,-315
2012-03-01,Consumption goods,Household electrical items,-372
2012-04-01,Consumption goods,Household electrical items,-416
2012-05-01,Consumption goods,Household electrical items,-425
2012-06-01,Consumption goods,Household electrical items,-374
2012-07-01,Consumption goods,Household electrical items,-398
